id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
5b2f94a2-5487-45c9-9006-fa09b88dc7c9,BIS 331,Journalism and Media History,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores collaboratively and individually the social forces, political institutions, and cultural productions in U.S. journalism and media history. May use podcasts, literary texts, archives, film, photographs, comics, newspapers, oral histories, documentaries, and government documents to see how journalism changes over time. Produces historical research using primary and secondary sources.",None,,"{""Winter 2026""}",(SSc) Social Science or (A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:15.905,2025-10-28 05:51:27.46
d2c4d145-ff47-48df-979e-230dfdfd9c36,BIS 340,Approaches to Cultural Research,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines different approaches to understanding the production and consumption of culture and cultural practices. Invites students to evaluate cultural research, to experience with different research methodologies, and to carry out research assignments. Explores ethnographic, textual, and arts-based methods.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities or (SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:16.131,2025-10-28 05:51:27.679
fb72f000-50ed-4e1b-82bb-3894b1fcf071,BIS 342,Geographic Information Systems,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines the concepts and methods of geographic information systems (GIS) and related elements of spatial analysis and representation. Through projects and lab exercises, student gain basic proficiency in the use of GIS and an interdisciplinary understanding of the applications of GIS.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:16.351,2025-10-28 05:51:27.892
5aefd4aa-c02f-4c0e-b26c-9a242d19cbc1,BIS 344,Intermediate Geographic Analysis and Applications,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Provides intermediate level training in Geographic Information Systems (GIS) for the analysis of environmental and spatial data. Emphasizes on the applications of raster and vector modeling to map and analyze geo-spatial phenomena, and proposes solutions to environmental problems.",BIS 342 or BIS 343.,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","INTERDISCIPLINARY STUDIES, bothell campus",ESS 420 and T GIS 311,2025-10-28 05:08:16.643,2025-10-28 05:51:28.247
fab45e36-0917-4642-86a0-8de3411fa0d5,BIS 347,History of American Documentary Films,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Exploration of the important technological and cinematic innovations of non-fiction films within their cultural contexts, and examination of theoretical issues such as objectivity and the blurred line between fact and fiction. Stresses the skills necessary for the critical evaluation and interpretation of documentary films.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities or (SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:16.876,2025-10-28 05:51:28.462
2a8bb836-d844-43de-a82f-ce507dfb42d5,BIS 348,Industrial and Organizational Psychology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores the field of industrial and organizational psychology. Examines the theories and research involved in the scientific study of people working in formal organizations, and the practice of industrial and organizational psychology, applying theories and research to enhance the well-being and effectiveness of organizations and the people working in them.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:17.094,2025-10-28 05:51:28.678
fc276237-6be3-488a-8d66-b3d0569e834e,BIS 352,Mapping Communities,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Uses mapping and other methods to examine the concept of community. Explores the intersections of life in urban areas including perception and interaction with built environments, political and economic relationships, and social and cultural ties.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:17.313,2025-10-28 05:51:28.889
5d8f45a5-ce0d-4e57-996b-aa68289fffa8,BIS 353,Human Rights in Theory and Practice,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces political, economic, legal, and cultural aspects of the theory and practice of human rights. Students will explore, critique, and develop theories of human rights.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:17.532,2025-10-28 05:51:29.132
e9e538fe-b585-4764-85ff-72d22593c2b7,BIS 363,Politics and Popular Music,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores the role that music has played and continues to play in political action and the contestation over political power. Focuses on key national and international political movements and examines the songs, music genres, and artists that have played important roles in those movements.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",AFRAM 337,2025-10-28 05:08:17.751,2025-10-28 05:51:29.346
8128e5b9-4203-4d1a-ad77-aa54a89c5e9a,BIS 365,Institutions and Social Change,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores the patterns of power that create our social world and how those patterns can be challenged or modified. Examines cultural, institutional, and interpersonal ways that people gain, challenge, and are affected by power and considers how and whether to bring about social change.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:17.981,2025-10-28 05:51:29.564
069128cd-3b0c-42e3-928c-25a897b2a4d9,BIS 324,"Gender, Human Rights, and Global Cinema",5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines cinematic narratives of human rights violations across the world, with a special focus on gender. Students will examine films in major filmmaking centers globally. Central to our discussions will be an application of interdisciplinary and critical perspectives on gender, human rights, social justice, postcoloniality, migrancy, borders, and race.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science or (A&H) Arts and Humanities","INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:15.693,2025-10-28 05:51:27.244
6a502fa7-f05c-42a7-9624-4017d7aae181,BIS 386,Climate Change Adaptation Policy,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines various ecosystem and infrastructure-based approaches to climate change adaptation, assesses the policies and norms that influence why certain adaptations are considered, and explores the actions to reduce vulnerability to climate change impacts.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:18.634,2025-10-28 05:51:30.206
b446fe4e-38f7-4af1-a2ff-982e6101748e,BIS 398,Directed Study/Research,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Opportunity for directed group or individual research on a topic/theme mutually agreed upon by instructor and student.,None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:18.878,2025-10-28 05:51:30.424
a6962269-e3f5-406d-b9fc-19b7e47570cd,BIS 414,Topics in Human Rights,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores a critical issue of human rights theory and practice and its intersection with the other fields of thought and disciplines. Topics may include such issues as the rights of children, workers, or women; or the relationship of human rights to democracy, globalization, and the arts.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:19.167,2025-10-28 05:51:30.711
976cc8d7-0229-4e9b-8117-0bcc7ec2e978,BIS 449,Advanced Topics in Psychology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Advanced study of selected theoretical and research topics of contemporary interest in psychology.,None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:19.383,2025-10-28 05:51:30.93
c44e1a28-6453-4b05-bb89-5d7a774fc4da,BIS 490,Advanced Seminar,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Research seminar focused on special topics in interdisciplinary arts and sciences. Includes reflection on the practice of research and its importance for students' career and life goals.,None,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:19.6,2025-10-28 05:51:31.161
cac24072-811a-4609-880f-2eeac3480711,BIS 492,Senior Thesis,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),A significant independent research project planned and carried out by the student under the direction of two or more faculty on a significant scholarly topic selected by the student in consultation with thesis advisor.,None,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:19.897,2025-10-28 05:51:31.451
baeecc39-fedf-4d13-bc7c-2d8bedf62ffd,BIS 495,Internship,2-6,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),None,None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:20.13,2025-10-28 05:51:31.666
804dd3f4-61bc-4aff-b4dc-2a46ca851a0d,BIS 497,Political Internship in State Government,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Students serving in approved internship program with state government agencies.,None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDIES, bothell campus",POL S 497 and TPOL S 497,2025-10-28 05:08:20.346,2025-10-28 05:51:31.893
6e61f2b6-2bc1-4c51-90e8-d7bcd1edc2e6,BIS 498,Undergraduate Research,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Individual advanced research on topics conducted under the direction of one or more instructors.,None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:20.718,2025-10-28 05:51:32.255
dbe9ecf6-a001-4abf-b0d2-f3642c7c5a95,BIS 499,Portfolio Capstone,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Focuses on developing a learning and professional portfolio, advancing skills of critical thinking and interdisciplinary synthesis, and honing writing and presentation capacities for appropriate audiences. Stresses collaboration with other graduating students.",BIS 300 or BEARTH 300.,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:21.093,2025-10-28 05:51:32.608
19566b70-6adf-4bde-aeaa-9ba0e54793e7,BISSKL 250,Career Exploration,2,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Study Skills (BISSKL),"Explores issues, topics, and tasks related to personal, educational, and career choices. Addresses educational and career planning, personal characteristics and individual preferences, life and work values and interests, decision making, goal setting, and job/career search preparations.",None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDY SKILLS, bothell campus",,2025-10-28 05:08:21.313,2025-10-28 05:51:32.824
d4f44d3d-cdb7-45cd-a07b-292be1336b59,BISSKL 351,Community-Based Learning,2-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Study Skills (BISSKL),"Independent study conducted in organizations in our communities, complementing a designated course.",None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDY SKILLS, bothell campus",,2025-10-28 05:08:21.528,2025-10-28 05:51:33.041
f03aec2b-37e3-495f-9db8-0ab9b58072ce,BISSKL 402,Peer Facilitation,2-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Study Skills (BISSKL),Provides direct experience in teaching and facilitation. Students gain in-depth background on subject material along with training in teaching techniques and facilitation approaches.,None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDY SKILLS, bothell campus",,2025-10-28 05:08:21.744,2025-10-28 05:51:33.265
d8421544-0a9f-44dd-b8c7-7d5820d62006,BIS 380,Bioethics,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores concepts and questions in the field of bioethics and addresses key debates from different philosophical, social, and cultural perspectives.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:18.418,2025-10-28 05:51:29.991
3f2fda29-4def-4d0b-b901-5a7c9048606b,BISMCS 240,Working with Video,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Media & Communication Studies - Bothell (BISMCS),Introduction to conceptual foundation and principles of video production. Develops beginning to intermediate skills in video production.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"MEDIA & COMMUNICATION STUDIES - BOTHELL, bothell campus",,2025-10-28 05:08:22.389,2025-10-28 05:51:33.909
